title,content,word_count,topic
2002 एशियाई खेल,"चौदहवें एशियाई खेल २९ सितंबर से १४ अक्टूबर, २००२ के बीच बुसान, दक्षिण कोरिया में आयोजित किए गए थे। इन खेलों में ४४ देशों के कुल ७,५५६ खिलाड़ियों ने भाग लिया था। कुल मिलाकर इन खेलों में ३८ खेल प्रतियोगिताएँ थी और १८,००० पत्रकार, अधिकारी और खिलाड़ी थे।
एशियाई खेलों के इतिहास में पहली बार एशियाई ओलम्पिक परिषद की सभी राष्ट्रीय ओलम्पिक समितियों ने भाग लिया था। इनमें उत्तर कोरिया भी था जिसने इन खेलों के लिए अप्रत्याशित दल दक्षिण कोरिया में भेजा था और अफ़्गानिस्तान, भी इन खेलों में तालिबान के सत्ता में आने के बाद से पहली बार भाग ले रहा था। बॉडी बिल्डिंग इन खेलों में प्रथमोप्रवेश खेल था।",112,खेल
1974 एशियाई खेल,"सातवें एशियाई खेल १ सितंबर से १६ सितंबर, १९७४ को तेहरान, ईरान में आयोजित किए गए थे। अर्यामेहर खेल परिसर इन खेलों के लिए बनाया गया था। मध्यपूर्व में इन खेलों का आयोजन पहली बार किया जा रहा था। तेहरान में हुए इन खेलों में एशिया के २५ देशों के ३,०१० खिलाड़ियों ने भाग लिया जो इन खेलों में अब तक सर्वाधिक संख्या थी।
असिक्रीड़ा (फेन्सिंग), जिमनास्टिक और महिला बॉस्केटबॉल इन खेलों की खेल सूची में जोड़े गए। अत्याधुनिक प्रौद्योगिकी के अतिरिक्त इन खेलों में फिलिस्तीनीयों और एक जापानी उग्रवादी मत द्वारा मिली धमकियों के चलते अभूतपूर्व सुरक्षा व्यव्स्था की गई। अरब देशों, चीनी जनवादी गणराज्य, पाकिस्तान और उत्तर कोरिया ने इस्राइल के साथ टेनिस, बॉस्केटबॉल और फुटबॉल खेलने से मना कर दिया। एशियाई खेल संघ, जिसने खेलों से दस महीने पूर्व एक सम्मेलन किया था, ने ताइवान का निष्कासन स्वीकार किया और चीनी जनवादी गणराज्य की इन खेलों में प्रविष्टि स्वीकार की।",153,खेल
पैरालम्पिक खेल,पैरालम्पिक खेल एक प्रमुख अन्तरराष्ट्रीय बहु-खेल प्रतियोगिता है जिसमें विभिन्न प्रकार कि विकलांगता से ग्रस्त व्यक्ति भाग लेते हैं। पैरालंपिक में 163 देशों के लगभग 400 से ज्यादा प्रतियोगी भाग लेते हैं इसमेंं 24 से ज्यादा खेलों को शामिल किया गया है,42,खेल
1994 एशियाई खेल,"बारहवें एशियाई खेल २ अक्टूबर से १६ अक्टूबर, १९९४ के बीच हिरोशिमा, जापान में आयोजित किए गए थे। इन खेलों का प्रसंग, एशियाई देशों के मध्य शान्ति और सद्भावना को प्रोत्साहित करना था। इस पर मेज़बान द्वारा पूरा बल दिया गया क्योंकि खेलस्थल १९४५ में हुए विश्व के पहले परमाणु हमले का स्थल भी था।
इन खेलों में ४२ देशों से कुल ६,८२८ खिलाड़ियों और अधिकारियों ने भाग लिया और कुल ३४ खेल-प्रतियोगिताएँ थी। प्रथमोप्रवेश खेल थे बेसबॉल, कराटे और आधुनिक पेण्टाथलोन।",82,खेल
1978 एशियाई खेल,"आठवें एशियाई खेल ९ दिसंबर से २० दिसंबर, १९७८ के बीच बैंकाक, थाईलैण्ड में आयोजित किए गए थे। पाकिस्तान ने भारत और बांग्लादेश के साथ विवादों के चलते इन खेलों की मेजंबानी स्थगित कर दी। वित्तीय कारणों के चलते सिंगापुर खेलों की मेज़बानी करने से पीछे हट गया।
थाईलैण्ड ने सहायता करने की पेशकश की और इसलिए एशियाड बैंकाक में आयोजित किया गया। राजनीतिक मोर्चे पर, इस्राइल को एशियाई खेलों से निष्कासित कर दिया गया। कुल २५ एशियाई देशों के ३,८४२ खिलाड़ियों ने इन खेलों में भाग लिया। पहली बार सम्मिलित किए गए खेल थे तीरंदाज़ी और गेंदबाजी।",98,खेल
1962 एशियाई खेल,"चौथे एशियाई खेल २४ अगस्त से ४ सितंबर, १९६२ तक जकार्ता, इण्डोनेशिया में आयोजित किए गए थे। इन खेलों की उल्लेखनीय बात थी इस्राइल और ताइवान का खेलों से निष्कासन।
अरब देशों और चीन के दबाव में आकर इण्डोनेशियाई सरकार ने इस्राइली और ताइवानी मण्डल को वीज़ा जारी नहीं किए। ऐसा करना एशियाई खेल महासंघ के नियमों के विरुद्ध था और स्वयं मेज़बान सरकार के उस वचन के विरुद्ध भी, जिसमें उसने उन देशों को भी आमन्त्रित करने का वचन दिया था जिनके साथ उसके राजनयिक सम्बन्ध नहीं हैं (इस्राइल, ताइवान और दक्षिण कोरिया)।
कुल १६ देशों के १, ४६० खिलाड़ियों ने इन खेलों में भाग लिया, जहाँ पर बैडमिण्टन को पहली बार सम्मिलित किया गया था।",117,खेल
1990 एशियाई खेल,"ग्यारहवें एशियाई खेल २२ सितंबर से ७ अक्टूबर, १९९० के बीच बीजिंग, चीन में आयोजित किए गए थे। चीन में आयोजित होने वाली यह प्रथम विशाल-स्तरीय अन्तर्राष्ट्रीय खेल प्रतियोगिता थी। कुल ३७ एशियाई देहों से ६,१२२ खिलाड़ियों ने इन खेलों में भाग लिया और २९ क्रीड़ाओं में प्रतिद्वन्दिता की। पहली बार सम्मिलित किए गए खेल थे सॉफ़्टबॉल, सेपक टाक्रौ, वूशू, कबड्डी और नौकायन।",63,खेल
2022 एशियाई खेल,"2022 एशियाई खेल, जो कि उन्नीसवें एशियाई खेल (चीनी भाषा: 第十九届亚洲运动会; पिनयिन: Dì Shíjiŭ Jiè Yàzhōu Yùndònghuì) एक बहु-खेल प्रतियोगिता है जो कि हांगझोऊ, चीन में 23 सितम्बर से 8 अक्टूबर 2023 तक खेला जाएगा। हालांकि एशियाई खेलों के 19वें संस्करण का आयोजन 2022 में ही होना था। लेकिन कोरोना महामारी के वजह से इसे स्थगित कर दिया गया और पुनः 2023 में शुरू हुआ। हांगझोऊ चीन का तीसरा नगर है जो एशियाई खेलों का आयोजन कर रहा है। इससे पूर्व बीजिंग 1990 में तथा ग्वांगझू 2010 में यह प्रतियोगिता आयोजित कर चुका है।",94,खेल
1998 एशियाई खेल,"तेरहवें एशियाई खेल ६ दिसंबर से २० दिसंबर, १९९८ के बीव बैंकाक, थाईलैण्ड में आयोजित किए गए थे। यह पहली बार था जब थाईलैण्ड ने इन खेलों के लिए बोली लगाई। इससे पहले थाईलैण्ड ने १९७० और १९७८ के एशियाई खेलों के आयोजन में अन्तिम समय पर अपना समर्थ्न दिया जब खेलों को रद्ध करने की स्थिति आ गई थी।",60,खेल
1970 एशियाई खेल,"छठे एशियाई खेल ९ दिसंबर से २० दिसंबर, १९७० के बीच बैंकाक, थाईलैण्ड में आयोजित किए गए थे। पहले इन खेलों का आयोजन दक्षिण कोरिया द्वारा किया जाना था लेकिन उत्तर कोरिया मिली धमकियों के चलते इन खेलों को बचाने के लिए पिछले मेज़बान थाइलैण्ड ने हस्तक्षेप किया और दक्षिण कोरिया के निधियों का उपयोग करते हुए इन खेलों की मेज़बानी की। १८ देशों के २, ४०० खिलाड़ियों ने इन खेलो में भाग लिया, जहाँ पर नौकायन प्रथमोप्रवेश क्रीड़ा था।",80,खेल
1986 एशियाई शीतकालीन खेल,"पहले एशियाई शीतकालीन खेल १ मार्च से ८ मार्च, १९८६ के बीच सपोरो, जापान में आयिजित किए गए थे। इस नगर ने १९७२ शीतकालीन ओलम्पिक खेलों के अनुभव और खेल-ढाँचे के साथ इन खेलों की मेज़बानी की थी। इन खेलों में एशिया की कुल ७ राष्ट्रीय ओलम्पिक समितियों ने भाग लिया था जिसमें ३५ खेल स्पर्धाएँ थी। इन सात देशों के ४३० खिलाड़ियों ने प्रथम एशियाई शीतकालीन खेलों में भाग लिया था।",72,खेल
1966 एशियाई खेल,"पाँचवे एशियाई खेल ९ दिसंबर से २० दिसंबर, १९६६ के बीच बैंकाक, थाईलैण्ड में आयोजित किए गए थे। ताइवान और इस्राइल की इन एशियाई खेलों में वापसी हुई, इण्डोनेशिया के इन दोनों देशों को खेलों से प्रतिबन्धित करने के निर्णय के उलट। १८ एशियाई देशों के २, ५०० खिलाड़ियों और अधिकारियों ने इन खेलों में भाग लिया, जहाँ पर महिला वॉलीबॉल ने प्रथमोप्रवेश किया।",64,खेल
2006 राष्ट्रमण्डल खेल,"२००६ राष्ट्रमंडल खेल का आयोजन मेलबॉर्न, ऑस्ट्रेलिया में हुआ था।",10,खेल
1954 एशियाई खेल,"दूसरे एशियाई खेल (एशियाड २ के नाम से भी जाने जाते हैं) फिलिपींस की राजधानी मनिला में १ मई से ९ मई, १९५४ के बीच आयोजित किए गए थे। इन खेलों का औपचारिक उद्घाटन राष्ट्रपति रामोन मैगसेसे द्वारा १ मई १९५४ को ४:०२ अपराह्न किया गया था। उद्घाटन समारोह के अवसर पर मनिला के मलाटे स्थित रिज़ल मेमोरियल स्टेडियम में २०,००० लोग उपस्थित थे। अन्तओस के अनुरोध पर मशाल रिले और कौल्ड्रॉन प्रज्वलन को उद्घाटन समारोह से बाहर रखा गया ताकि ओलम्पिक खेलों की परम्परा को परिरक्षित रखा जा सके। मशाल विधि को १९५८ के एशियाई खेलों में पुनः लाया गया। हालाँकि मेज़बान द्वारा अन्तिम खिलाड़ी के लिए परेड में प्रवेश करने के लिए एक विशेष प्रशस्ति पत्र का समाधान दिया गया। बतौर मेज़बान, फिलिपींस स्टेडियम में प्रवेश करने वाला अन्तिम देश था। आन्द्रेस फ़्रांको, फिलिपींस के ध्वज वाहक थे।",140,खेल
एथलेटिक्स (खेल),"एथलेटिक्स प्रतिस्पर्धात्मक दौड़ने, कूदने, फेंकने और चलने की प्रतियोगिताओं का एक विशेष संग्रह है। एथलेटिक्स के अंतर्गत समान्य तौर पर ट्रैक और फील्ड, रोड रनिंग, क्रॉस कंट्री रनिंग और रेस वॉकिंग प्रतियोगिताओं को सम्मिलित किया जाता है। प्रतियोगिताओं की सादगी और महंगे उपकरणों की अनुपस्थिति, एथलेटिक्स को सामान्यतः दुनिया की सबसे अधिक खेले जाने वाली खेल प्रतियोगिता बनाता है।
संगठित एथलेटिक्स प्रतियोगिताओं का आयोजन 776 ईसा पूर्व के प्राचीन ओलम्पिक खेलों से होता आ रहा है। निकटतम भविष्य में सबसे आधुनिक प्रतिस्पर्धाओं का आयोजन इंटरनेशनल एसोसिएशन ऑफ एथलेटिक्स फेडरेशन (आइ॰ए॰ए॰एफ॰) के सदस्य क्लबों द्वारा किया जाता है। एथलेटिक्स आधुनिक ग्रीष्मकालीन ओलम्पिक खेलों और अन्य प्रमुख अंतरराष्ट्रीय खेल प्रतियोगिताओं जैसे आइ॰ए॰ए॰एफ॰ विश्व एथलेटिक्स चैंपियनशिप और विश्व इंडोर चैंपियनशिप का अभिन्न अंग है। शारीरिक विकलांगता वाले एथलीट ग्रीष्मकालीन पैरालिम्पिक्स और आई॰पी॰सी॰ विश्व एथलेटिक्स चैंपियनशिप में भाग लेते हैं।",136,खेल
1990 एशियाई शीतकालीन खेल,"दूसरे एशियाई शीतकालीन खेल ९ मार्च से १४ मार्च, १९९० के मध्य सपोरो, जापान में आयोजित किए गए थे। मूल रूप से भारत को इन खेलों का आयोजन करना था, लेकिन तकनीकि और कोषीय परेशानियों के कारण मेज़बानी जापान को दे दी गई। इन खेलों में तीन राओस ने पहली बार भाग लिया: ईरान, चीनी ताइपे और फ़िलीपीन्स।",58,खेल
1996 एशियाई शीतकालीन खेल,"तीसरे एशियाई शीतकालीन खेल ४ फ़रवरी से ११ फ़रवरी, १९९६ के मध्य हार्बिन, चीन में आयोजित किए गए थे।",19,खेल
२००३ एफ्रो-एशियाई खेल,"२००३ २००३ अफ़्रीकी-एशियाई खेल, जिन्हें आधिकारिक रूप से प्रथम अफ़्रीकी-एशियाई खेलों के नाम से भी जाना जाता है और अनौपचारिक रूप से अधिष्ठापन अफ़्रीकी-एशियाई खेलों के नाम से, एक अन्तर्राष्ट्रीय बहु-क्रीडा खेल प्रतियोगिता है जिसकी मेज़बानी २४ अक्टूबर से १ नवम्बर २००३ के बीच हैदराबाद, भारत में की गई थी। हैदराबाद में आयोजित यह अब तक की सबसे बडी खेल प्रतियोगिता है और भारत में आयोजित भी, जो २०१० राष्ट्रमण्डल खेलों के बाद दूसरे स्थान पर है। कुल ९६ देशों से २,००० से भी अधिक खिलाडियों ने इन खेलों में भाग लिया था। आठ क्रीड़ाओं में कुल १२९ खेल प्रतियोगिताएँ थीं।
९६ देशों द्वारा भाग लिए जाने के पश्चात भी इन खेलों की गुंजाइश कम थी जिसमें कुल मिलाकर केवल आठ खेल थे। इन खेलों में मात्र एक विश्व कीर्तिमान टूटा और ३७ देशों ने कम से कम एक पदक जीता था।",142,खेल
शीतकालीन ओलम्पिक खेल,"शीतकालीन ऑलंपिक खेल (अंग्रेज़ी:विंटर ऑलंपिक्स) एक विशेष ओलम्पिक खेल होते हैं, जिनमें में अधिकांशत: बर्फ पर खेले जाने वाले खेलों की स्पर्धा होती है। इन खेलों में ऑल्पाइन स्कीइंग, बायथलॉनबॉब्स्लेड, क्रॉस कंट्री स्कीइंग, कर्लिंग, फिगर स्केटिंग, फ्रीस्टाइल स्कीइंग, आइस हॉकी, ल्यूज, नॉर्डिक कंबाइंड, शॉर्ट ट्रैक स्पीड स्केटिंग, स्केलेटन, स्नोबोर्डिंग, स्पीड स्केटिंग आदि स्पर्धाएं होती हैं।",55,खेल
2018 राष्ट्रमण्डल खेल,"2018 राष्ट्रमण्डल खेल या 2018 कॉमनवेल्थ गेम्स गोल्ड कोस्ट, क्वींसलैंड, ऑस्ट्रेलिया, में 4 अप्रैल से 15 अप्रैल 2018 के मध्य में आयोजित हुआ। यह ओलंपिक व एशियाड खेलों के बाद तीसरा सबसे बड़ी बहु-खेल स्पर्धा है| ऑस्ट्रेलिया ने पांचवी बार, राष्ट्रमंडल खेलों की मेजबानी करी।",45,खेल
खेलो इंडिया युवा खेल,"खेलों इंडिया यूथ गेम्स (KIYG - Khelo India Youth Games), पूर्व में खेलों इंडिया स्कूल गेम्स (KISG - Khelo India School Games), जिसका अर्थ है खेलो इंडिया युवा खेल, जिसका आयोजन जनवरी या फरवरी में वार्षिक रूप से होता है, भारत में राष्ट्रीय स्तर के बहु-विषयक जमीनी स्तर के खेल हैं, जिन्हें दो श्रेणियों में आयोजित किया जाता है, जिनका नाम है अंडर -17 वर्ष स्कूली छात्र और अंडर -21 कॉलेज छात्र। हर साल सर्वश्रेष्ठ 1,000 बच्चों को अंतरराष्ट्रीय खेल स्पर्धाओं के लिए तैयार करने के लिए 8 साल के लिए  ₹5 लाख (US $ 7,000) की वार्षिक छात्रवृत्ति दी जाएगी।",101,खेल
एशियाई शीतकालीन खेल,"एशियाई शीतकालीन खेल एक बहु-क्रीड़ा खेल प्रतियोगिता है जिसमे एशियाई ओलम्पिक परिषद के सदस्य भाग लेते हैं। जापानी ओलम्पिक समिति ने सबसे पहले १९८२ में एशियाई खेलों के शीतकालीन रुपान्तर को सुझाया था। उनका प्रयास रंग लाया और जापान को १९८६ में पहले शीतकालीन एशियाई खेलों की मेज़बानी मिली, क्योंकि जापान के सपोरो नगर पास १९७२ शीतकालीन ओलम्पिक खेलों का अनुभव और खेल-ढाँचा उपलब्ध था।
पहले खेलों में एशियाई ओलम्पिक परिषद के सात सदस्यों की भागीदारी से लेकर अब तक भाग लेने वाले देशों की संख्या बढ़ी है। चांग्चुन में सबसे हाल के एशियाई शीतकालीन खेलों में एशिया के ४५ में से २७ देशों ने रिकॉर्ड संख्या में खिलाड़ियों को भेजा और सभी ४५ राओस ने प्रतिनिधि मण्डल भेजे, जो इन खेलों के इतिहास में पहली बार हुआ था।
यद्यपि २००९ में लेबनान में खेलों का आयोजन करने कि सोची गई लेकिन फिर यह खेल नहीं हो सके।",148,खेल
2022 राष्ट्रमण्डल खेल,"2022 में राष्ट्रमंडल खेल बर्मिंघम, इंग्लैण्ड में आयोजित किया जायेगा।
सी.जी.एफ. की 21-23 फरवरी 2020 को लंदन में हुई बैठक के निर्णय के अनुसार वर्ष 2022 में राष्ट्रमण्डल तीरंदाजी और निशानेबाजी चैम्पियनशिप का आयोजन 
(चण्डीगढ़) भारत में किया जाएगा।",39,खेल
राष्ट्रमंडल खेल घोटाला,"कॉमनवेल्थ गेम्स घोटाला 2011 में सामने आया जिसे भारत के सबसे बड़े घोटालों में से एक है। यह माना जाता है के रूप में कॉमनवेल्थ गेम्स घोटाले में नई दिल्ली में आयोजित २०१० के कॉमनवेल्थ गेम्स की तैयारी के चरण और आचरण के दौरान पैसे की बड़े पैमाने पर हेराफेरी शामिल किया गया। इस घोटाले का कुल मूल्य ७०,००० करोड़ रुपये होने का अनुमान है। इस घोटाले में राष्ट्रमंडल खेल आयोजन समिति के तात्कालिक अध्यक्ष सुरेश कलमाडी और उनके सहयोगियों को नाम आया है। इस घोटाले के सिलसिले में सुरेश कलमाडी इन दिनों जेल में हैं। कलमाडी पर खेल आयोजजन में खर्च की राशि बढ़ा-चढ़ाकर पेश करने का आरोप लगा है। 2010 के राष्ट्रमंडल खेल को लेकर राज्यसभा सांसद मणिशंकर अय्यर ने लगातार अपनी सरकार को निशाने पर लिया और इस खेल की आलोचना की।",135,खेल
